# m=1, k=39.4784, p=2
# x0=0, v0=1
# t_start=0, t_end=15, h=0.001, b= 8
#   t          x(t)               v(t)               KE(t)              PE(x(t)) 
10.3900  2.253126824665292e-01  -3.913616326641886e-01  7.658196376078966e-02  1.002076822542175e+00
10.4000  2.212886436995231e-01  -4.133799939729851e-01  8.544150970855262e-02  9.666026801114582e-01
10.4100  2.170464411073260e-01  -4.349908126296378e-01  9.460850353609634e-02  9.298974983089524e-01
10.4200  2.125902569883572e-01  -4.561727829820142e-01  1.040468039667779e-01  8.921059889294637e-01
10.4300  2.079244846009282e-01  -4.769050221705154e-01  1.137192000857299e-01  8.533771466620844e-01
10.4400  2.030537238320214e-01  -4.971670907160496e-01  1.235875580455304e-01  8.138636616720734e-01
10.4500  1.979827766623582e-01  -5.169390126708852e-01  1.336129714105748e-01  7.737213176131585e-01
10.4600  1.927166424322273e-01  -5.362012953125175e-01  1.437559145474108e-01  7.331083774436262e-01
10.4700  1.872605129127401e-01  -5.549349483611344e-01  1.539763984562875e-01  6.921849594676410e-01
10.4800  1.816197671873723e-01  -5.731215027017356e-01  1.642341284295477e-01  6.511124060617859e-01
10.4900  1.757999663488389e-01  -5.907430285924434e-01  1.744886629152862e-01  6.100526475756397e-01
10.5000  1.698068480165295e-01  -6.077821533410591e-01  1.846995729599474e-01  5.691675639142472e-01
10.5100  1.636463206799097e-01  -6.242220784324356e-01  1.948266016012549e-01  5.286183463194677e-01
10.5200  1.573244578734661e-01  -6.400465960897804e-01  2.048298225830573e-01  4.885648618664111e-01
10.5300  1.508474921889355e-01  -6.552401052535624e-01  2.146697977663497e-01  4.491650231804563e-01
10.5400  1.442218091307240e-01  -6.697876269622686e-01  2.243077326158735e-01  4.105741658597757e-01
10.5500  1.374539408205724e-01  -6.836748191198475e-01  2.337056291492781e-01  3.729444360579023e-01
10.5600  1.305505595576742e-01  -6.968879906352808e-01  2.428264357458396e-01  3.364241906408228e-01
10.5700  1.235184712405966e-01  -7.094141149203420e-01  2.516341932241061e-01  3.011574122835046e-01
10.5800  1.163646086574877e-01  -7.212408427322353e-01  2.600941766125525e-01  2.672831418118605e-01
10.5900  1.090960246511862e-01  -7.323565143484566e-01  2.681730320543106e-01  2.349349300281746e-01
10.6000  1.017198851659721e-01  -7.427501710618676e-01  2.758389083062168e-01  2.042403111811853e-01
10.6100  9.424346218281247e-02  -7.524115659846549e-01  2.830615823137403e-01  1.753203001566963e-01
10.6200  8.667412655006858e-02  -7.613311741505222e-01  2.898125783667064e-01  1.482889153710635e-01
10.6300  7.901934071673092e-02  -7.695002019051537e-01  2.960652803660361e-01  1.232527292485692e-01
10.6400  7.128665137534772e-02  -7.769105955756934e-01  3.017950367588894e-01  1.003104480549496e-01
10.6500  6.348368202189932e-02  -7.835550494106929e-01  3.069792577284967e-01  7.955252274359700e-02
10.6600  5.561812543995349e-02  -7.894270127826968e-01  3.115975042555060e-01  6.106079234869525e-02
10.6700  4.769773611651189e-02  -7.945206966463695e-01  3.156315686997161e-01  4.490816133122525e-02
10.6800  3.973032259702408e-02  -7.988310792457933e-01  3.190655465844995e-01  3.115831214991877e-02
10.6900  3.172373978710667e-02  -8.023539110653122e-01  3.218858993009014e-01  1.986545419036192e-02
10.7000  2.368588120855689e-02  -8.050857190190399e-01  3.240815074842022e-01  1.107411004210657e-02
10.7100  1.562467121729524e-02  -8.070238098749019e-01  3.256437148525009e-01  4.818939966401315e-03
10.7200  7.548057190909474e-03  -8.081662729098372e-01  3.265663623344888e-01  1.124605246586037e-03
10.7300  -5.359983064980276e-04  -8.085119817935394e-01  3.268458123518583e-01  5.670959896854296e-06
10.7400  -8.619525374434922e-03  -8.080605956988826e-01  3.264809631606165e-01  1.466548554008054e-03
10.7500  -1.669455463337638e-02  -8.068125596379349e-01  3.254732531947581e-01  5.501478454705469e-03
10.7600  -2.475312508160896e-02  -8.047691040232314e-01  3.238266553951774e-01  1.209455277326133e-02
10.7700  -3.278729194381491e-02  -8.019322434547358e-01  3.215476615461728e-01  2.121977802398571e-02
10.7800  -4.078913450365934e-02  -7.983047747336879e-01  3.186452566813021e-01  3.284117760468802e-02
10.7900  -4.875076391265800e-02  -7.938902741052974e-01  3.151308836594922e-01  4.691293363601455e-02
10.8000  -5.666433096762729e-02  -7.886930937329981e-01  3.110183980510639e-01  6.337956760045448e-02
10.8100  -6.452203384904881e-02  -7.827183574077412e-01  3.063240135115363e-01  8.217615906883706e-02
10.8200  -7.231612581271928e-02  -7.759719554965580e-01  3.010662378585761e-01  1.032286016519809e-01
10.8300  -8.003892282710300e-02  -7.684605391353700e-01  2.952658001041118e-01  1.264538951683952e-01
10.8400  -8.768281114885705e-02  -7.601915136717752e-01  2.889455687292924e-01  1.517604728761485e-01
10.8500  -9.524025482906093e-02  -7.511730313642696e-01  2.821304615244930e-01  1.790485624787787e-01
10.8600  -1.027038031427503e-01  -7.414139833451080e-01  2.748473473498300e-01  2.082105794819636e-01
10.8700  -1.100660979344301e-01  -7.309239908547234e-01  2.671249402034979e-01  2.391315513501248e-01
10.8800  -1.173198808723258e-01  -7.197133957563475e-01  2.589936860155664e-01  2.716895707907099e-01
10.8900  -1.244580006042198e-01  -7.077932503401861e-01  2.504856426135627e-01  3.057562763790585e-01
10.9000  -1.314734198078197e-01  -6.951753064271970e-01  2.416343533330736e-01  3.411973586289692e-01
10.9100  -1.383592221287061e-01  -6.818720037832177e-01  2.324747147716702e-01  3.778730895137607e-01
10.9200  -1.451086189990217e-01  -6.678964578548610e-01  2.230428392075350e-01  4.156388733501654e-01
10.9300  -1.517149563301773e-01  -6.532624468392723e-01  2.133759122252165e-01  4.543458168731777e-01
10.9400  -1.581717210729781e-01  -6.379843981004936e-01  2.035120461098245e-01  4.938413162543020e-01
10.9500  -1.644725476387019e-01  -6.220773739458286e-01  1.934901295876691e-01  5.339696587488646e-01
10.9600  -1.706112241747999e-01  -6.055570567762316e-01  1.833496745057461e-01  5.745726366003634e-01
10.9700  -1.765816986890307e-01  -5.884397336253560e-01  1.731306600545399e-01  6.154901707815106e-01
10.9800  -1.823780850159932e-01  -5.707422801025106e-01  1.628733751483063e-01  6.565609421128434e-01
10.9900  -1.879946686201730e-01  -5.524821437553518e-01  1.526182595842546e-01  6.976230272706910e-01
11.0000  -1.934259122297826e-01  -5.336773268687112e-01  1.424057446068666e-01  7.385145371770026e-01
11.0100  -1.986664612958422e-01  -5.143463687165232e-01  1.322760935059368e-01  7.790742552541647e-01
11.0200  -2.037111492711162e-01  -4.945083272843427e-01  1.222692428767793e-01  8.191422730284543e-01
11.0300  -2.085550027037041e-01  -4.741827604804779e-01  1.124246451684431e-01  8.585606205762337e-01
11.0400  -2.131932461402620e-01  -4.533897068542596e-01  1.027811131406957e-01  8.971738893273284e-01
11.0500  -2.176213068340218e-01  -4.321496658404560e-01  9.337666684300890e-02  9.348298447701542e-01
11.0600  -2.218348192529662e-01  -4.104835775493111e-01  8.424838371884066e-02  9.713800266429798e-01
11.0700  -2.258296293837151e-01  -3.884128021221295e-01  7.543225242618225e-02  1.006680334245045e+00
11.0800  -2.296017988268799e-01  -3.659590986727617e-01  6.696303095069008e-02  1.040591594559914e+00
11.0900  -2.331476086798490e-01  -3.431446038357515e-01  5.887410957079741e-02  1.072980110951215e+00
11.1000  -2.364635632031755e-01  -3.199918099422922e-01  5.119737921507203e-02  1.103718190267523e+00
11.1100  -2.395463932669535e-01  -2.965235428455104e-01  4.396310573082662e-02  1.132684646278220e+00
11.1200  -2.423930595737844e-01  -2.727629394169366e-01  3.719981055968372e-02  1.159765277455548e+00
11.1300  -2.450007556551564e-01  -2.487334247363497e-01  3.093415829053667e-02  1.184853317219157e+00
11.1400  -2.473669106382831e-01  -2.244586889974828e-01  2.519085153323436e-02  1.207849854868050e+00
11.1500  -2.494891917806727e-01  -1.999626641523592e-01  1.999253352745459e-02  1.228664225540370e+00
11.1600  -2.513655067699298e-01  -1.752695003172831e-01  1.535969887073505e-02  1.247214367663614e+00
11.1700  -2.529940057865224e-01  -1.504035419637480e-01  1.131061271762045e-02  1.263427146485991e+00
11.1800  -2.543730833274803e-01  -1.253893039177329e-01  7.861238768486793e-03  1.277238642413402e+00
11.1900  -2.555013797892262e-01  -1.002514471910508e-01  5.025176331950021e-03  1.288594403015250e+00
11.2000  -2.563777828079805e-01  -7.501475466857502e-02  2.813606708993249e-03  1.297449657705547e+00
11.2100  -2.570014283564178e-01  -4.970410667531398e-02  1.235249110195496e-03  1.303769494252920e+00
11.2200  -2.573717015954931e-01  -2.434445644742078e-02  2.963262798601836e-04  1.307528996423618e+00
11.2300  -2.574882374805981e-01  1.039194468677598e-03  5.399625718650575e-07  1.308713342214863e+00
11.2400  -2.573509211214519e-01  2.642182086477972e-02  3.490563089052544e-04  1.307317862291243e+00
11.2500  -2.569598878953682e-01  5.177839854273707e-02  1.340501277825258e-03  1.303348058393778e+00
11.2600  -2.563155233137903e-01  7.708392898528514e-02  2.970966053904242e-03  1.296819581649063e+00
11.2700  -2.554184626422228e-01  1.023134640015563e-01  5.234022457998875e-03  1.287758170864008e+00
11.2800  -2.542695902739372e-01  1.274421303229773e-01  8.120748290629361e-03  1.276199551049464e+00
11.2900  -2.528700388580669e-01  1.524451541253024e-01  1.161976250814360e-02  1.262189292572795e+00
11.3000  -2.512211881829524e-01  1.772978854526057e-01  1.571727009298265e-02  1.245782631494694e+00
11.3100  -2.493246638158366e-01  2.019758225191555e-01  2.039711644114469e-02  1.227044251798590e+00
11.3200  -2.471823355002528e-01  2.264546358652097e-01  2.564085105242235e-02  1.206048030371189e+00
11.3300  -2.447963153126829e-01  2.507101923429193e-01  3.142780027231180e-02  1.182876745739600e+00
11.3400  -2.421689555803066e-01  2.747185789086917e-01  3.773514879880554e-02  1.157621751713350e+00
11.3500  -2.393028465618910e-01  2.984561261985585e-01  4.453802963272493e-02  1.130382617217965e+00
11.3600  -2.362008138941085e-01  3.218994318633036e-01  5.180962211695880e-02  1.101266733740104e+00
11.3700  -2.328659158058017e-01  3.450253836403477e-01  5.952125767808457e-02  1.070388891931890e+00
11.3800  -2.293014401029393e-01  3.678111821396433e-01  6.764253285348092e-02  1.037870829043716e+00
11.3900  -2.255109009272374e-01  3.902343633211131e-01  7.614142915831726e-02  1.003840748969776e+00
11.4000  -2.214980352916411e-01  4.122728206414765e-01  8.498443931983954e-02  9.684328167985677e-01
11.4100  -2.172667993960818e-01  4.339048268486252e-01  9.413669938126773e-02  9.317866298611297e-01
11.4200  -2.128213647271432e-01  4.551090554020657e-01  1.035621261544803e-01  8.940466673624161e-01
11.4300  -2.081661139454795e-01  4.758646014983061e-01  1.132235594795708e-01  8.553617207656720e-01
11.4400  -2.033056365650431e-01  4.961510026804640e-01  1.230829087304149e-01  8.158843071755436e-01
11.4500  -1.982447244283788e-01  5.159482590117724e-01  1.331013029886395e-01  7.757700680326770e-01
11.4600  -1.929883669824472e-01  5.352368527930973e-01  1.432392442939298e-01  7.351771554904897e-01
11.4700  -1.875417463596332e-01  5.539977678050270e-01  1.534567633664763e-01  6.942656088933443e-01
11.4800  -1.819102322687913e-01  5.722125080555635e-01  1.637135771876191e-01  6.531967238143898e-01
11.4900  -1.760993767013617e-01  5.898631160149328e-01  1.739692478174230e-01  6.121324161406645e-01
11.5000  -1.701149084577793e-01  6.069321903195357e-01  1.841833418230346e-01  5.712345837125857e-01
11.5100  -1.639627274995691e-01  6.234029029275870e-01  1.943155896892713e-01  5.306644680345876e-01
11.5200  -1.576488991326984e-01  6.392590157095287e-01  2.043260445829577e-01  4.905820185733919e-01
11.5300  -1.511796480279187e-01  6.544848964568594e-01  2.141752398450730e-01  4.511452621501972e-01
11.5400  -1.445613520839940e-01  6.690655342936022e-01  2.238243445897917e-01  4.125096799129795e-01
11.5500  -1.378005361398644e-01  6.829865544752109e-01  2.332353167969601e-01  3.748275943452243e-01
11.5600  -1.309038655419440e-01  6.962342325603287e-01  2.423710532944349e-01  3.382475687278297e-01
11.5700  -1.238781395728962e-01  7.087955079414262e-01  2.511955360389722e-01  3.029138214218335e-01
11.5800  -1.167302847483638e-01  7.206579967209816e-01  2.596739741189492e-01  2.689656572811768e-01
11.5900  -1.094673479882627e-01  7.318100039205040e-01  2.677729409190641e-01  2.365369184371860e-01
11.6000  -1.020964896693713e-01  7.422405350103660e-01  2.754605059062372e-01  2.057554566200791e-01
11.6100  -9.462497656606596e-02  7.519393067490815e-01  2.827063605171447e-01  1.767426290978916e-01
11.6200  -8.706017468616035e-02  7.608967573213367e-01  2.894819376510626e-01  1.496128202201069e-01
11.6300  -7.940954200891337e-02  7.691040557647820e-01  2.957605242969185e-01  1.244729904523228e-01
11.6400  -7.168062113236387e-02  7.765531106762938e-01  3.015173668505141e-01  1.014222546799087e-01
11.6500  -6.388103183724189e-02  7.832365781891178e-01  3.067297687066990e-01  8.055149144320746e-02
11.6600  -5.601846357478672e-02  7.891478692130336e-01  3.113771797417356e-01  6.194298464489005e-02
11.6700  -4.810066788587858e-02  7.942811559303993e-01  3.154412773330657e-01  4.567009914204764e-02
11.6800  -4.013545075895723e-02  7.986313775416758e-01  3.189060385970574e-01  3.179699150201348e-02
11.6900  -3.213066493426201e-02  8.021942452547626e-01  3.217578035599291e-01  2.037835706227236e-02
11.7000  -2.409420216198016e-02  8.049662465132265e-01  3.239853290127963e-01  1.145921429168521e-02
11.7100  -1.603398542193610e-02  8.069446484592585e-01  3.255798328385182e-01  5.074727303194137e-03
11.7200  -7.957961112492064e-03  8.081275006279406e-01  3.265350286355810e-01  1.250067217759454e-03
11.7300  1.259087836391037e-04  8.085136368701678e-01  3.268471505025127e-01  3.129261074059211e-07
11.7400  8.209654548945457e-03  8.081026765023306e-01  3.265149678851152e-01  1.330391639539787e-03
11.7500  1.628530658829302e-02  8.068950246816226e-01  3.255397904279781e-01  5.235059464186516e-03
11.7600  2.434490328598224e-02  8.048918720066045e-01  3.239254628111481e-01  1.169892207528803e-02
11.7700  3.238049885493761e-02  8.020951933434184e-01  3.216783495923078e-01  2.069649540999823e-02
11.7800  4.038417117029222e-02  7.985077458788079e-01  3.188073101142274e-01  3.219230613942386e-02
11.7900  4.834802957964432e-02  7.941330664018665e-01  3.153236635764157e-01  4.614103152378508e-02
11.8000  5.626422268228568e-02  7.889754678171916e-01  3.112411444086782e-01  6.248767809931182e-02
11.8100  6.412494606973268e-02  7.830400348928812e-01  3.065758481225223e-01  8.116779849239529e-02
11.8200  7.192245001992859e-02  7.763326192475695e-01  3.013461678538958e-01  1.021077455061948e-01
11.8300  7.964904713753189e-02  7.688598335814375e-01  2.955727218474379e-01  1.252249624779532e-01
11.8400  8.729711993275770e-02  7.606290451568923e-01  2.892782721681429e-01  1.504283087622731e-01
11.8500  9.485912833130104e-02  7.516483685353366e-01  2.824876349609166e-01  1.776184190571231e-01
11.8600  1.023276171079377e-01  7.419266575771931e-01  2.752275826118328e-01  2.066880951559144e-01
11.8700  1.096952232364739e-01  7.314734967130712e-01  2.675267381968237e-01  2.375227285811484e-01
11.8800  1.169546831487997e-01  7.202991914946755e-01  2.594154626339416e-01  2.700007524333839e-01
11.8900  1.240988398958877e-01  7.084147584347817e-01  2.509257349841051e-01  3.039941206740887e-01
11.9000  1.311206502036789e-01  6.958319141462860e-01  2.420910263722421e-01  3.393688129527823e-01
11.9100  1.380131914168987e-01  6.825630637910433e-01  2.329461680259079e-01  3.759853629881667e-01
11.9200  1.447696683239575e-01  6.686212888498788e-01  2.235272139516365e-01  4.136994084200788e-01
11.9300  1.513834198562063e-01  6.540203342258308e-01  2.138712987904337e-01  4.523622599644492e-01
11.9400  1.578479256549454e-01  6.387745946933393e-01  2.040164914128199e-01  4.918214876273486e-01
11.9500  1.641568124997082e-01  6.228991007067407e-01  1.940016448306331e-01  5.319215216669492e-01
11.9600  1.703038605914860e-01  6.064095035820584e-01  1.838662430173192e-01  5.725042659340788e-01
11.9700  1.762830096846967e-01  5.893220600666988e-01  1.736502452406289e-01  6.134097211732463e-01
11.9800  1.820883650618538e-01  5.716536163122664e-01  1.633939285214460e-01  6.544766158267499e-01
11.9900  1.877142033450448e-01  5.534215912662956e-01  1.531377288398594e-01  6.955430418548908e-01
12.0000  1.931549781384886e-01  5.346439594992778e-01  1.429220817145327e-01  7.364470930655462e-01
12.0100  1.984053254966115e-01  5.153392334839080e-01  1.327872627838909e-01  7.770275034364591e-01
12.0200  2.034600692122476e-01  4.955264453440285e-01  1.227732290176442e-01  8.171242829136269e-01
12.0300  2.083142259197531e-01  4.752251280912574e-01  1.129194611846760e-01  8.565793481791323e-01
12.0400  2.129630100080019e-01  4.544552963678024e-01  1.032648081983736e-01  8.952371459015828e-01
12.0500  2.174018383384188e-01  4.332374267144457e-01  9.384733395307733e-02  9.329452660119647e-01
12.0600  2.216263347633998e-01  4.115924373831525e-01  8.470416725550214e-02  9.695550425870496e-01
12.0700  2.256323344406637e-01  3.895416677142063e-01  7.587135544278258e-02  1.004922139971339e+00
12.0800  2.294158879392834e-01  3.671068570982011e-01  6.738372226425952e-02  1.038907121826740e+00
12.0900  2.329732651333461e-01  3.443101235436328e-01  5.927473058731585e-02  1.071376000866467e+00
12.1000  2.363009588794062e-01  3.211739418712196e-01  5.157635046854876e-02  1.102200767105813e+00
12.1100  2.393956884741047e-01  2.977211215564483e-01  4.431893311041474e-02  1.131259892547151e+00
12.1200  2.422544028885454e-01  2.739747842421916e-01  3.753109120027771e-02  1.158438810309413e+00
12.1300  2.448742837762406e-01  2.499583409435659e-01  3.123958610362996e-02  1.183630366313065e+00
12.1400  2.472527482516590e-01  2.256954689675034e-01  2.546922235623066e-02  1.206735241739774e+00
12.1500  2.493874514366390e-01  2.012100885697930e-01  2.024274987113198e-02  1.227662344601228e+00
12.1600  2.512762887721545e-01  1.765263393726018e-01  1.558077424614549e-02  1.246329168873305e+00
12.1700  2.529173980931553e-01  1.516685565657294e-01  1.150167552536593e-02  1.262662119779707e+00
12.1800  2.543091614644369e-01  1.266612469150553e-01  8.021535735038301e-03  1.276596803942605e+00
12.1900  2.554502067757285e-01  1.015290646018329e-01  5.154075479461576e-03  1.288078283256361e+00
12.2000  2.563394090944276e-01  7.629678691665061e-02  2.910599846902394e-03  1.297061291483432e+00
12.2100  2.569758917746477e-01  5.098928983202144e-02  1.299953838786942e-03  1.303510412718502e+00
12.2200  2.573590273214851e-01  2.563152347768392e-02  3.284874978935309e-04  1.307400221017251e+00
12.2300  2.574884380096529e-01  2.484875427936723e-04  3.087302946181858e-08  1.308715380639253e+00
12.2400  2.573639962558721e-01  -2.513479337074500e-02  3.158789188950233e-04  1.307450706509813e+00
12.2500  2.569858247446534e-01  -5.049329441950850e-02  1.274786390667584e-03  1.303611184662350e+00
12.2600  2.563542963073457e-01  -7.580201519002147e-02  2.872972753434123e-03  1.297211952580740e+00
12.2700  2.554700335545685e-01  -1.010360043461390e-01  5.104137087116510e-03  1.288278239519123e+00
12.2800  2.543339082623942e-01  -1.261703842280449e-01  7.959482928126243e-03  1.276845267034455e+00
12.2900  2.529470405128814e-01  -1.511803753786142e-01  1.142775294980935e-02  1.262958110123969e+00
12.3000  2.513107975898106e-01  -1.760413209729588e-01  1.549527334495216e-02  1.246671519515019e+00
12.3100  2.494267926307069e-01  -2.007287111270735e-01  2.014600773536807e-02  1.228049705807921e+00
12.3200  2.472968830364817e-01  -2.252182070616160e-01  2.536162039602446e-02  1.207166086322840e+00
12.3300  2.449231686402609e-01  -2.494856650969976e-01  3.112154854444562e-02  1.184102995648771e+00
12.3400  2.423079896372030e-01  -2.735071604561299e-01  3.740308341038760e-02  1.158951361035801e+00
12.3500  2.394539242773496e-01  -2.972590108513607e-01  4.418145976616469e-02  1.131810343910422e+00
12.3600  2.363637863237834e-01  -3.207177998323427e-01  5.142995356464931e-02  1.102786948927240e+00
12.3700  2.330406222785981e-01  -3.438603998718203e-01  5.911998730000408e-02  1.071995602098420e+00
12.3800  2.294877083794156e-01  -3.666639951665736e-01  6.722124267575656e-02  1.039557699664089e+00
12.3900  2.257085473694129e-01  -3.891061041310391e-01  7.570178013601751e-02  1.005601129482326e+00
12.4000  2.217068650440405e-01  -4.111646015614323e-01  8.452816478858567e-02  9.702597668256424e-01
12.4100  2.174866065778391e-01  -4.328177404485213e-01  9.366559822348176e-02  9.336729465718352e-01
12.4200  2.130519326349753e-01  -4.540441734175472e-01  1.030780557072118e-01  8.959849138700954e-01
12.4300  2.084072152673297e-01  -4.748229737741517e-01  1.127284282118644e-01  8.573442554481587e-01
12.4400  2.035570336041830e-01  -4.951336561355654e-01  1.225786687190861e-01  8.179033138025916e-01
12.4500  1.985061693377487e-01  -5.149561966267167e-01  1.325899422221268e-01  7.778175865817941e-01
12.4600  1.932596020090030e-01  -5.342710526213493e-01  1.427227788345623e-01  7.372451135296758e-01
12.4700  1.878225040984602e-01  -5.530591820086875e-01  1.529372294020593e-01  6.963458534070108e-01
12.4800  1.822002359267326e-01  -5.713020619666523e-01  1.631930230036743e-01  6.552810533469816e-01
12.4900  1.763983403699033e-01  -5.889817072231230e-01  1.734497257217323e-01  6.142126131312593e-01
12.5000  1.704225373949206e-01  -6.060806877872394e-01  1.836669000543266e-01  5.733024468929895e-01
12.5100  1.642787184204033e-01  -6.225821461332632e-01  1.938042643419500e-01  5.327118447631960e-01
12.5200  1.579729405084147e-01  -6.384698138200591e-01  2.038218515797104e-01  4.926008369773389e-01
12.5300  1.515114203929320e-01  -6.537280275298081e-01  2.136801669890067e-01  4.531275629490686e-01
12.5400  1.449005283508993e-01  -6.683417445101447e-01  2.233403437274318e-01  4.144476477986265e-01
12.5500  1.381467819219052e-01  -6.822965574044899e-01  2.327642961230092e-01  3.767135887939592e-01
12.5600  1.312568394826774e-01  -6.955787084559614e-01  2.419148698286316e-01  3.400741541235279e-01
12.5700  1.242374936827290e-01  -7.081751030708567e-01  2.507559883047093e-01  3.046737963711770e-01
12.5800  1.170956647476281e-01  -7.200733227283389e-01  2.592527950525153e-01  2.706520830054636e-01
12.5900  1.098383936564927e-01  -7.312616372235949e-01  2.673717910374663e-01  2.381431461287714e-01
12.6000  1.024728352004374e-01  -7.417290162323976e-01  2.750809667605402e-01  2.072751536555920e-01
12.6100  9.500625092881501e-02  -7.514651401856715e-01  2.823499284571354e-01  1.781698040048815e-01
12.6200  8.744600199020755e-02  -7.604604104433388e-01  2.891500179258256e-01  1.509418462986868e-01
12.6300  7.979954187522476e-02  -7.687059587574171e-01  2.954544255145799e-01  1.256986279586819e-01
12.6400  7.207440906826403e-02  -7.761936560150386e-01  3.012382958189961e-01  1.025396714842326e-01
12.6500  6.427821961547715e-02  -7.829161202527718e-01  3.064788256758263e-01  8.155628208056298e-02
12.6600  5.641865961627029e-02  -7.888667239343439e-01  3.111553540654521e-01  6.283118768396427e-02
12.6700  4.850347764574010e-02  -7.940396004845905e-01  3.152494435688641e-01  4.643821280326545e-02
12.6800  4.054047711551634e-02  -7.984296500731876e-01  3.187449530579964e-01  3.244198746345760e-02
12.6900  3.253750858054220e-02  -8.020325446424683e-01  3.216281013328365e-01  2.089769239897582e-02
12.7000  2.450246199937716e-02  -8.048447321743629e-01  3.238875214544110e-01  1.185084150122488e-02
12.7100  1.644325895565257e-02  -8.068634401922596e-01  3.255143055594441e-01  5.337102378059230e-03
12.7200  8.367844848348764e-03  -8.080866784943308e-01  3.265020399800000e-01  1.382155732669081e-03
12.7300  2.841810585931175e-04  -8.085132411156312e-01  3.268468305296514e-01  1.594116277760483e-06
12.7400  -7.799762899298376e-03  -8.081427075170331e-01  3.265473178564804e-01  1.200860453822226e-03
12.7500  -1.587601723479784e-02  -8.069754429998277e-01  3.256046828023841e-01  4.975226584981939e-03
12.7600  -2.393661973841459e-02  -8.050125983455819e-01  3.240226417475526e-01  1.130981190515904e-02
12.7700  -3.197362363147016e-02  -8.022561086816064e-01  3.218074319584767e-01  2.017964203291693e-02
12.7800  -3.997910540066054e-02  -7.987086915731550e-01  3.189677869972506e-01  3.154974727257828e-02
12.7900  -4.794517260968144e-02  -7.943738443442342e-01  3.155149022891188e-01  4.537530048378951e-02
12.8000  -5.586397168021543e-02  -7.892558406296644e-01  3.114623909840191e-01  6.160179381449448e-02
12.8100  -6.372769563460985e-02  -7.833597261617932e-01  3.068262302861398e-01  8.016525360054050e-02
12.8200  -7.152859179261212e-02  -7.766913137960142e-01  3.016246984630893e-01  1.009924925846650e-01
12.8300  -7.925896941457426e-02  -7.692571777799948e-01  2.958783027830212e-01  1.240013984604784e-01
12.8400  -8.691120728359157e-02  -7.610646472722640e-01  2.896096986638278e-01  1.491012576038465e-01
12.8500  -9.447776121910033e-02  -7.521217991165476e-01  2.828436003531562e-01  1.761931127153458e-01
12.8600  -1.019511715145268e-01  -7.424374498789793e-01  2.756066834914009e-01  2.051701529637726e-01
12.8700  -1.093240702916555e-01  -7.320211471560318e-01  2.679274799418164e-01  2.359181350925457e-01
12.8800  -1.165891887644652e-01  -7.208831601617441e-01  2.598362653023914e-01  2.683158338287741e-01
12.8900  -1.237393644052726e-01  -7.090344696035168e-01  2.513649395429702e-01  3.022355198192307e-01
12.9000  -1.307675480061180e-01  -6.964867568564647e-01  2.425469012382181e-01  3.375434632089502e-01
12.9100  -1.376668106284309e-01  -6.832523924469935e-01  2.334169158922702e-01  3.741004608770669e-01
12.9200  -1.444303504341255e-01  -6.693444238569598e-01  2.240109788742027e-01  4.117623852512464e-01
12.9300  -1.510514993913898e-01  -6.547765626604298e-01  2.143661735047039e-01  4.503807525369842e-01
12.9400  -1.575237298485579e-01  -6.395631710057289e-01  2.045205248534516e-01  4.898033081214983e-01
12.9500  -1.638406609695849e-01  -6.237192474561003e-01  1.945128498236020e-01  5.298746268442444e-01
12.9600  -1.699960650247788e-01  -6.072604122029364e-01  1.843826041144401e-01  5.704367257674500e-01
12.9700  -1.759838735305891e-01  -5.902028916661614e-01  1.741697266655493e-01  6.113296870308016e-01
12.9800  -1.817981832323961e-01  -5.725635024969429e-01  1.639144821957834e-01  6.523922883346470e-01
12.9900  -1.874332619244068e-01  -5.543596349985110e-01  1.536573024578412e-01  6.934626385660075e-01
13.0000  -1.928835541009152e-01  -5.356092359814216e-01  1.434386268343011e-01  7.343788160614166e-01
13.0100  -1.981436864333594e-01  -5.163307910701742e-01  1.332987429035759e-01  7.749795069902048e-01
13.0200  -2.032084730677730e-01  -4.965433064786228e-01  1.232776276043618e-01  8.151046413413783e-01
13.0300  -2.080729207374095e-01  -4.762662902721485e-01  1.134147896247972e-01  8.545960240066811e-01
13.0400  -2.127322336854995e-01  -4.555197331350678e-01  1.037491136377217e-01  8.932979584717726e-01
13.0500  -2.171818183932860e-01  -4.343240886622375e-01  9.431870699614159e-02  9.310578606565899e-01
13.0600  -2.214172881086784e-01  -4.127002531942841e-01  8.516074949331311e-02  9.677268604847962e-01
13.0700  -2.254344671710594e-01  -3.906695452163415e-01  7.631134677977153e-02  1.003160388810612e+00
13.0800  -2.292293951279806e-01  -3.682536843406037e-01  6.780538801521450e-02  1.037218747389033e+00
13.0900  -2.327983306396897e-01  -3.454747698934162e-01  5.967640831645443e-02  1.069767659642312e+00
13.1000  -2.361377551676386e-01  -3.223552591280135e-01  5.195645654374436e-02  1.100678800051276e+00
13.1100  -2.392443764433370e-01  -2.989179450843852e-01  4.467596894673576e-02  1.129830300084332e+00
13.1200  -2.421151317141301e-01  -2.751859341180970e-01  3.786364916822481e-02  1.157107228669521e+00
13.1300  -2.447471907627027e-01  -2.511826231202198e-01  3.154635507877720e-02  1.182402045315322e+00
13.1400  -2.471379586973309e-01  -2.269316764508268e-01  2.574899288839136e-02  1.205615024093779e+00
13.1500  -2.492850785101308e-01  -2.024570026087969e-01  2.049441895266920e-02  1.226654646814354e+00
